ut,label,pub_year,doi,p_oa,p_oa_gold,p_oa_bronze,p_oa_hybrid,p_oa_green
000299491800015,WOS:000299491800015,2012,10.1037/a0026654,0,0,0,0,0
000299491800016,WOS:000299491800016,2012,10.1037/a0026657,0,0,0,0,0
000299491800017,WOS:000299491800017,2012,10.1037/a0025959,1,0,0,0,1
000299491800018,WOS:000299491800018,2012,10.1037/a0026460,1,0,0,0,1
000299491800020,WOS:000299491800020,2012,10.1037/a0026702,1,0,0,0,1
000299491800021,WOS:000299491800021,2012,10.1037/a0026462,1,0,0,0,1
000299491800022,WOS:000299491800022,2012,10.1037/a0026466,1,0,0,0,1
000299492900001,WOS:000299492900001,2012,10.1016/j.schres.2011.10.005,1,0,0,0,1
000299494000044,WOS:000299494000044,2012,10.1016/j.neuroimage.2011.09.003,1,0,0,0,1
000299494000081,WOS:000299494000081,2012,10.1016/j.neuroimage.2011.08.039,0,0,0,0,0
000299494000096,WOS:000299494000096,2012,10.1016/j.neuroimage.2011.09.079,0,0,0,0,0
000299494000103,WOS:000299494000103,2012,10.1016/j.neuroimage.2011.10.005,0,0,0,0,0
000299551300001,WOS:000299551300001,2011,10.3389/fnhum.2011.00134,1,1,0,0,1
000299551500001,WOS:000299551500001,2011,10.3389/fnhum.2011.00139,1,1,0,0,1
000299552400001,WOS:000299552400001,2011,10.3389/fnhum.2011.00146,1,1,0,0,1
000299556000001,WOS:000299556000001,2011,10.3389/fnhum.2011.00147,1,1,0,0,1
000299570300001,WOS:000299570300001,2011,10.1080/17470919.2010.547085,0,0,0,0,0
000299570300001,WOS:000299570300001,2011,10.1080/17470919.2010.547085,0,0,0,0,0
000299570300002,WOS:000299570300002,2011,10.1080/17470919.2010.538219,0,0,0,0,0
000299570300003,WOS:000299570300003,2011,10.1080/17470919.2010.544135,0,0,0,0,0
000299570300003,WOS:000299570300003,2011,10.1080/17470919.2010.544135,0,0,0,0,0
000299570300004,WOS:000299570300004,2011,10.1080/17470919.2011.556813,0,0,0,0,0
000299570300005,WOS:000299570300005,2011,10.1080/17470919.2011.557245,0,0,0,0,0
000299570300005,WOS:000299570300005,2011,10.1080/17470919.2011.557245,0,0,0,0,0
000299570300006,WOS:000299570300006,2011,10.1080/17470919.2011.559127,0,0,0,0,0
000299570300007,WOS:000299570300007,2011,10.1080/17470919.2011.559129,0,0,0,0,0
000299570300007,WOS:000299570300007,2011,10.1080/17470919.2011.559129,0,0,0,0,0
000299570300008,WOS:000299570300008,2011,10.1080/17470919.2011.559363,1,0,0,0,1
000299570300008,WOS:000299570300008,2011,10.1080/17470919.2011.559363,1,0,0,0,1
000299570500001,WOS:000299570500001,2011,10.1080/17470919.2011.624806,1,0,0,0,1
000299570500002,WOS:000299570500002,2011,10.1080/17470919.2011.561547,1,0,0,0,1
000299570500003,WOS:000299570500003,2011,10.1080/17470919.2011.586880,1,0,0,0,1
000299570500004,WOS:000299570500004,2011,10.1080/17470919.2011.605593,0,0,0,0,0
000299570500005,WOS:000299570500005,2011,10.1080/17470919.2011.620769,0,0,0,0,0
000299570500006,WOS:000299570500006,2011,10.1080/17470919.2011.579800,1,0,0,0,1
000299570500006,WOS:000299570500006,2011,10.1080/17470919.2011.579800,1,0,0,0,1
000299570500007,WOS:000299570500007,2011,10.1080/17470919.2011.620779,0,0,0,0,0
000299570500008,WOS:000299570500008,2011,10.1080/17470919.2011.620771,0,0,0,0,0
000299570500009,WOS:000299570500009,2011,10.1080/17470919.2011.568790,0,0,0,0,0
000299570500009,WOS:000299570500009,2011,10.1080/17470919.2011.568790,0,0,0,0,0
000299570500010,WOS:000299570500010,2011,10.1080/17470919.2011.575693,0,0,0,0,0
000299570500011,WOS:000299570500011,2011,10.1080/17470919.2011.568716,0,0,0,0,0
000299570500012,WOS:000299570500012,2011,10.1080/17470919.2011.620774,1,0,0,0,1
000299570500012,WOS:000299570500012,2011,10.1080/17470919.2011.620774,1,0,0,0,1
000299570500013,WOS:000299570500013,2011,10.1080/17470919.2011.588844,1,0,0,0,1
000299570500013,WOS:000299570500013,2011,10.1080/17470919.2011.588844,1,0,0,0,1
000299570500014,WOS:000299570500014,2011,10.1080/17470919.2011.584447,0,0,0,0,0
000299570500015,WOS:000299570500015,2011,10.1080/17470919.2011.620763,0,0,0,0,0
000299570500015,WOS:000299570500015,2011,10.1080/17470919.2011.620763,0,0,0,0,0
000299570500016,WOS:000299570500016,2011,10.1080/17470919.2011.562687,0,0,0,0,0
000299570500017,WOS:000299570500017,2011,10.1080/17470919.2011.605592,1,0,0,0,1
000299570500018,WOS:000299570500018,2011,10.1080/17470919.2011.556821,0,0,0,0,0
000299669600002,WOS:000299669600002,2011,10.1016/j.pmcj.2011.09.004,0,0,0,0,0
000299714500035,WOS:000299714500035,2012,10.1016/j.biopsycho.2011.10.010,1,0,0,0,1
000299751400009,WOS:000299751400009,2012,10.3758/s13415-011-0062-x,1,0,1,0,1
000299751400010,WOS:000299751400010,2012,10.3758/s13415-011-0069-3,1,0,0,1,1
000299794200008,WOS:000299794200008,2011,10.1080/13554794.2010.532135,0,0,0,0,0
000299833400009,WOS:000299833400009,2012,10.1002/da.20896,0,0,0,0,0
000299897700010,WOS:000299897700010,2012,10.1098/rstb.2011.0302,1,0,0,0,1
000299897700012,WOS:000299897700012,2012,10.1098/rstb.2011.0262,1,0,0,1,1
000299925000025,WOS:000299925000025,2012,10.1073/pnas.1121077109,1,0,1,0,1
000299977200024,WOS:000299977200024,2012,10.1523/jneurosci.4172-11.2012,1,0,1,0,1
000300004100016,WOS:000300004100016,2012,10.1002/hbm.21243,1,0,0,0,1
000300044700006,WOS:000300044700006,2012,10.1111/j.1750-8606.2011.00188.x,0,0,0,0,0
000300086700006,WOS:000300086700006,2011,10.1007/s00787-011-0225-x,0,0,0,0,0
000300200400012,WOS:000300200400012,2012,10.1016/j.neulet.2011.11.012,1,0,0,0,1
000300211200006,WOS:000300211200006,2012,10.1016/j.brainres.2010.12.024,1,0,0,0,1
000300218100024,WOS:000300218100024,2012,10.1371/journal.pcbi.1002346,1,1,0,0,1
000300227500001,WOS:000300227500001,2012,10.1093/scan/nsq091,1,0,0,1,1
000300227500001,WOS:000300227500001,2012,10.1093/scan/nsq091,1,0,0,1,1
000300227500002,WOS:000300227500002,2012,10.1093/scan/nsq093,1,0,0,1,1
000300227500002,WOS:000300227500002,2012,10.1093/scan/nsq093,1,0,0,1,1
000300227500003,WOS:000300227500003,2012,10.1093/scan/nsq092,1,0,0,1,1
000300227500003,WOS:000300227500003,2012,10.1093/scan/nsq092,1,0,0,1,1
000300227500004,WOS:000300227500004,2012,10.1093/scan/nsq095,1,0,0,1,1
000300227500004,WOS:000300227500004,2012,10.1093/scan/nsq095,1,0,0,1,1
000300227500005,WOS:000300227500005,2012,10.1093/scan/nsq094,1,0,0,1,1
000300227500006,WOS:000300227500006,2012,10.1093/scan/nsq107,1,0,0,1,1
000300227500006,WOS:000300227500006,2012,10.1093/scan/nsq107,1,0,0,1,1
000300227500007,WOS:000300227500007,2012,10.1093/scan/nsq106,1,0,0,1,1
000300227500007,WOS:000300227500007,2012,10.1093/scan/nsq106,1,0,0,1,1
000300227500008,WOS:000300227500008,2012,10.1093/scan/nsq096,1,0,0,1,1
000300227500008,WOS:000300227500008,2012,10.1093/scan/nsq096,1,0,0,1,1
000300227500009,WOS:000300227500009,2012,10.1093/scan/nsq097,1,0,0,1,1
000300227500010,WOS:000300227500010,2012,10.1093/scan/nsq101,1,0,0,1,1
000300227500011,WOS:000300227500011,2012,10.1093/scan/nsr002,1,0,0,1,1
000300227500011,WOS:000300227500011,2012,10.1093/scan/nsr002,1,0,0,1,1
000300227500012,WOS:000300227500012,2012,10.1093/scan/nsq100,1,0,0,1,1
000300227500013,WOS:000300227500013,2012,10.1093/scan/nsq102,1,0,0,1,1
000300227500013,WOS:000300227500013,2012,10.1093/scan/nsq102,1,0,0,1,1
000300321300010,WOS:000300321300010,2012,10.1162/jocn_a_00161,1,0,0,0,1
000300383000003,WOS:000300383000003,2011,10.1503/jpn.110008,1,0,0,0,1
000300383000007,WOS:000300383000007,2011,10.1503/jpn.100150,1,0,1,0,1
000300388900001,WOS:000300388900001,2012,10.1016/j.neuropsychologia.2011.09.045,0,0,0,0,0
000300388900010,WOS:000300388900010,2012,10.1016/j.neuropsychologia.2011.11.001,0,0,0,0,0
000300459000045,WOS:000300459000045,2012,10.1016/j.patcog.2011.09.007,1,0,0,0,1
000300478600009,WOS:000300478600009,2012,10.1016/j.bandl.2011.01.001,1,0,0,0,1
000300495800016,WOS:000300495800016,2012,10.1093/cercor/bhr140,1,0,1,0,1
000300568500021,WOS:000300568500021,2012,10.1111/j.1369-1600.2011.00383.x,1,0,0,0,1
000300806900010,WOS:000300806900010,2012,10.1016/j.bandc.2012.01.003,0,0,0,0,0
000300815400020,WOS:000300815400020,2012,10.1016/j.neuron.2011.12.024,1,0,0,1,1
000300826400015,WOS:000300826400015,2011,10.1177/0956797611419521,1,0,0,0,1
000300871200002,WOS:000300871200002,2012,10.1016/j.schres.2011.09.033,0,0,0,0,0
000300871200006,WOS:000300871200006,2012,10.1016/j.schres.2011.10.019,0,0,0,0,0
000300871200008,WOS:000300871200008,2012,10.1016/j.schres.2011.08.019,0,0,0,0,0
000300871200010,WOS:000300871200010,2012,10.1016/j.schres.2011.11.010,0,0,0,0,0
000300892600002,WOS:000300892600002,2012,10.1007/s11097-010-9190-y,1,0,0,1,1
000300947500012,WOS:000300947500012,2012,10.1167/12.2.12,1,1,0,0,1
000300957300018,WOS:000300957300018,2012,10.1162/jocn_a_00195,0,0,0,0,0
000301031200008,WOS:000301031200008,2012,10.1016/j.jaac.2011.12.008,1,0,0,0,1
000301090100018,WOS:000301090100018,2012,10.1016/j.neuroimage.2011.10.090,1,0,0,0,1
000301090100031,WOS:000301090100031,2012,10.1016/j.neuroimage.2011.10.075,1,0,0,1,1
000301090100039,WOS:000301090100039,2012,10.1016/j.neuroimage.2011.11.013,0,0,0,0,0
000301090100044,WOS:000301090100044,2012,10.1016/j.neuroimage.2011.11.049,0,0,0,0,0
000301090100055,WOS:000301090100055,2012,10.1016/j.neuroimage.2011.10.074,1,0,0,0,1
000301090100062,WOS:000301090100062,2012,10.1016/j.neuroimage.2011.10.098,0,0,0,0,0
000301090100102,WOS:000301090100102,2012,10.1016/j.neuroimage.2011.10.070,1,0,0,0,1
000301110200005,WOS:000301110200005,2012,10.1007/s11031-011-9259-0,0,0,0,0,0
000301139000003,WOS:000301139000003,2012,10.3233/jad-2011-111256,0,0,0,0,0
000301198800012,WOS:000301198800012,2012,10.1016/j.schres.2011.12.018,0,0,0,0,0
000301218700018,WOS:000301218700018,2012,10.1016/j.neuroimage.2011.12.046,0,0,0,0,0
000301218700023,WOS:000301218700023,2012,10.1016/j.neuroimage.2011.12.006,1,0,0,0,1
000301289500002,WOS:000301289500002,2012,10.1016/j.cogsys.2011.10.001,0,0,0,0,0
000301295300032,WOS:000301295300032,2012,10.1523/jneurosci.5715-11.2012,1,0,1,0,1
000301327600002,WOS:000301327600002,2012,10.1503/jpn.110005,1,0,1,0,1
000301341000005,WOS:000301341000005,2012,10.1002/hbm.21258,0,0,0,0,0
000301341000018,WOS:000301341000018,2012,10.1002/hbm.21264,0,0,0,0,0
000301401300017,WOS:000301401300017,2012,10.1016/j.neulet.2012.01.029,0,0,0,0,0
000301468200006,WOS:000301468200006,2012,10.1037/a0025851,1,0,0,0,1
000301548800004,WOS:000301548800004,2012,10.3989/ris.2011.10.19,1,1,0,0,1
000301558600017,WOS:000301558600017,2012,10.1016/j.neuron.2011.12.027,1,0,0,1,0
000301650700007,WOS:000301650700007,2012,10.1080/02699931.2011.579414,1,0,0,0,1
000301659900007,WOS:000301659900007,2012,10.1016/j.biopsych.2011.11.016,0,0,0,0,0
000301688600013,WOS:000301688600013,2012,10.1016/j.jneumeth.2011.12.020,0,0,0,0,0
000301764900004,WOS:000301764900004,2012,10.1016/j.neulet.2012.01.032,0,0,0,0,0
000301887500001,WOS:000301887500001,2012,10.1016/j.bandl.2011.12.003,0,0,0,0,0
000301909300001,WOS:000301909300001,2012,10.1037/a0027151,0,0,0,0,0
000301909300002,WOS:000301909300002,2012,10.1037/a0027257,1,0,0,0,1
000301909300003,WOS:000301909300003,2012,10.1037/a0027163,0,0,0,0,0
000301909300004,WOS:000301909300004,2012,10.1037/a0027048,1,0,0,0,1
000301909300005,WOS:000301909300005,2012,10.1037/a0027164,1,0,0,0,1
000301909300006,WOS:000301909300006,2012,10.1037/a0027229,1,0,0,0,1
000301909300007,WOS:000301909300007,2012,10.1037/a0027576,1,0,0,0,1
000301909300008,WOS:000301909300008,2012,10.1037/a0026898,1,0,0,0,1
000301909300009,WOS:000301909300009,2012,10.1037/a0026896,1,0,0,0,1
000301909300010,WOS:000301909300010,2012,10.1037/a0027046,1,0,0,0,1
000301909300011,WOS:000301909300011,2012,10.1037/a0027193,0,0,0,0,0
000301909300012,WOS:000301909300012,2012,10.1037/a0027047,0,0,0,0,0
000301909300013,WOS:000301909300013,2012,10.1037/a0027258,0,0,0,0,0
000301909300014,WOS:000301909300014,2012,10.1037/a0027161,0,0,0,0,0
000301962300001,WOS:000301962300001,2012,10.1016/j.ijlp.2011.12.008,0,0,0,0,0
000301962600007,WOS:000301962600007,2012,10.1016/j.brainres.2012.01.023,0,0,0,0,0
000301996000010,WOS:000301996000010,2012,10.1016/j.jad.2011.11.036,1,0,0,0,1
000302000300015,WOS:000302000300015,2011,10.3366/drs.2011.0024,0,0,0,0,0
000302004600001,WOS:000302004600001,2012,10.1093/cercor/bhr061,1,0,0,1,1
000302004600008,WOS:000302004600008,2012,10.1093/cercor/bhr139,1,0,1,0,1
000302004600022,WOS:000302004600022,2012,10.1093/cercor/bhr177,1,0,1,0,1
000302044800001,WOS:000302044800001,2012,10.1016/j.psyneuen.2011.07.013,1,0,0,0,1
000302071600012,WOS:000302071600012,2012,10.1111/j.1743-6109.2012.02651.x,1,0,0,0,1
000302080100001,WOS:000302080100001,2012,10.1080/13803395.2011.630650,0,0,0,0,0
000302119800027,WOS:000302119800027,2012,10.1523/jneurosci.4670-11.2012,1,0,1,0,1
000302198600005,WOS:000302198600005,2012,10.1016/j.leaqua.2011.08.003,0,0,0,0,0
000302202800006,WOS:000302202800006,2012,10.1016/j.neuroimage.2012.01.073,0,0,0,0,0
000302202800015,WOS:000302202800015,2012,10.1016/j.neuroimage.2012.01.110,0,0,0,0,0
000302202800016,WOS:000302202800016,2012,10.1016/j.neuroimage.2012.01.129,1,0,0,1,1
000302202800018,WOS:000302202800018,2012,10.1016/j.neuroimage.2012.01.080,1,0,0,0,1
000302202800030,WOS:000302202800030,2012,10.1016/j.neuroimage.2012.01.138,1,0,0,0,1
000302256300015,WOS:000302256300015,2012,10.1162/jocn_a_00208,0,0,0,0,0
000302256700013,WOS:000302256700013,2012,10.1007/s00213-011-2526-7,1,0,0,0,1
000302348300005,WOS:000302348300005,2012,10.1080/10926488.2012.638856,1,0,0,0,1
000302360500008,WOS:000302360500008,2012,10.1111/j.1460-9568.2012.08076.x,1,0,0,0,1
000302399300004,WOS:000302399300004,2012,10.1080/13554794.2010.547510,0,0,0,0,0
000302405200001,WOS:000302405200001,2012,10.1080/17470919.2011.569146,0,0,0,0,0
000302405200001,WOS:000302405200001,2012,10.1080/17470919.2011.569146,0,0,0,0,0
000302405200002,WOS:000302405200002,2012,10.1080/17470919.2011.559124,0,0,0,0,0
000302405200003,WOS:000302405200003,2012,10.1080/17470919.2011.568702,0,0,0,0,0
000302405200004,WOS:000302405200004,2012,10.1080/17470919.2011.576871,0,0,0,0,0
000302405200004,WOS:000302405200004,2012,10.1080/17470919.2011.576871,0,0,0,0,0
000302405200005,WOS:000302405200005,2012,10.1080/17470919.2011.578465,0,0,0,0,0
000302405200006,WOS:000302405200006,2012,10.1080/17470919.2011.580120,0,0,0,0,0
000302405200006,WOS:000302405200006,2012,10.1080/17470919.2011.580120,0,0,0,0,0
000302405200007,WOS:000302405200007,2012,10.1080/17470919.2011.581539,0,0,0,0,0
000302405200008,WOS:000302405200008,2012,10.1080/17470919.2011.582145,0,0,0,0,0
000302405200008,WOS:000302405200008,2012,10.1080/17470919.2011.582145,0,0,0,0,0
000302405200009,WOS:000302405200009,2012,10.1080/17470919.2011.590602,0,0,0,0,0
000302405700001,WOS:000302405700001,2012,10.1080/17470919.2011.583080,0,0,0,0,0
000302405700002,WOS:000302405700002,2012,10.1080/17470919.2011.585242,1,0,0,0,1
000302405700002,WOS:000302405700002,2012,10.1080/17470919.2011.585242,1,0,0,0,1
000302405700003,WOS:000302405700003,2012,10.1080/17470919.2011.586579,0,0,0,0,0
000302405700004,WOS:000302405700004,2012,10.1080/17470919.2011.586902,0,0,0,0,0
000302405700004,WOS:000302405700004,2012,10.1080/17470919.2011.586902,0,0,0,0,0
000302405700005,WOS:000302405700005,2012,10.1080/17470919.2011.588340,1,0,0,0,1
000302405700005,WOS:000302405700005,2012,10.1080/17470919.2011.588340,1,0,0,0,1
000302405700006,WOS:000302405700006,2012,10.1080/17470919.2011.588723,0,0,0,0,0
000302405700007,WOS:000302405700007,2012,10.1080/17470919.2011.596946,0,0,0,0,0
000302447200013,WOS:000302447200013,2012,10.1016/j.jcps.2011.11.008,0,0,0,0,0
000302508700015,WOS:000302508700015,2012,10.1016/j.actpsy.2012.01.012,0,0,0,0,0
000302533100015,WOS:000302533100015,2012,10.1002/hbm.21278,1,0,0,0,1
000302559600003,WOS:000302559600003,2012,10.1080/00221309.2011.642027,0,0,0,0,0
000302620800005,WOS:000302620800005,2012,10.1111/j.1469-8986.2011.01345.x,0,0,0,0,0
000302630100048,WOS:000302630100048,2012,10.1038/ncomms1757,1,0,0,1,1
000302663900008,WOS:000302663900008,2012,10.1016/j.jad.2012.01.041,1,0,0,0,1
000302711800001,WOS:000302711800001,2012,10.3389/fnhum.2012.00042,1,1,0,0,1
000302712000001,WOS:000302712000001,2012,10.3389/fnhum.2012.00059,1,1,0,0,1
000302741300019,WOS:000302741300019,2012,10.1371/journal.pone.0030613,1,1,0,0,1
000302808200001,WOS:000302808200001,2012,10.1093/scan/nsr017,1,0,0,1,1
000302808200002,WOS:000302808200002,2012,10.1093/scan/nsr003,1,0,0,1,1
000302808200002,WOS:000302808200002,2012,10.1093/scan/nsr003,1,0,0,1,1
000302808200003,WOS:000302808200003,2012,10.1093/scan/nsr005,1,0,0,1,1
000302808200003,WOS:000302808200003,2012,10.1093/scan/nsr005,1,0,0,1,1
000302808200004,WOS:000302808200004,2012,10.1093/scan/nsr024,1,0,0,1,1
000302808200004,WOS:000302808200004,2012,10.1093/scan/nsr024,1,0,0,1,1
000302808200005,WOS:000302808200005,2012,10.1093/scan/nsr025,1,0,0,1,1
000302808200005,WOS:000302808200005,2012,10.1093/scan/nsr025,1,0,0,1,1
000302808200006,WOS:000302808200006,2012,10.1093/scan/nsr028,1,0,0,1,1
000302808200006,WOS:000302808200006,2012,10.1093/scan/nsr028,1,0,0,1,1
000302808200007,WOS:000302808200007,2012,10.1093/scan/nsr030,1,0,0,1,1
000302808200007,WOS:000302808200007,2012,10.1093/scan/nsr030,1,0,0,1,1
000302808200008,WOS:000302808200008,2012,10.1093/scan/nsr033,1,0,0,1,1
000302808200009,WOS:000302808200009,2012,10.1093/scan/nsr022,1,0,0,1,1
000302808200009,WOS:000302808200009,2012,10.1093/scan/nsr022,1,0,0,1,1
000302808200010,WOS:000302808200010,2012,10.1093/scan/nsr029,1,0,0,1,1
000302808200011,WOS:000302808200011,2012,10.1093/scan/nsr018,1,0,0,1,1
000302808200012,WOS:000302808200012,2012,10.1093/scan/nsr026,1,0,0,1,1
000302808200012,WOS:000302808200012,2012,10.1093/scan/nsr026,1,0,0,1,1
000302808200013,WOS:000302808200013,2012,10.1093/scan/nsr021,1,0,0,1,1
000302808200013,WOS:000302808200013,2012,10.1093/scan/nsr021,1,0,0,1,1
000302810100001,WOS:000302810100001,2012,10.1093/scan/nsq103,1,0,0,1,1
000302810100001,WOS:000302810100001,2012,10.1093/scan/nsq103,1,0,0,1,1
000302810100002,WOS:000302810100002,2012,10.1093/scan/nsq104,1,0,0,1,1
000302810100003,WOS:000302810100003,2012,10.1093/scan/nsr006,1,0,0,1,1
000302810100004,WOS:000302810100004,2012,10.1093/scan/nsr008,1,0,0,1,1
000302810100005,WOS:000302810100005,2012,10.1093/scan/nsr007,1,0,0,1,1
000302810100006,WOS:000302810100006,2012,10.1093/scan/nsr009,1,0,0,1,1
000302810100006,WOS:000302810100006,2012,10.1093/scan/nsr009,1,0,0,1,1
000302810100007,WOS:000302810100007,2012,10.1093/scan/nsr010,1,0,0,1,1
000302810100008,WOS:000302810100008,2012,10.1093/scan/nsr011,1,0,0,1,1
000302810100009,WOS:000302810100009,2012,10.1093/scan/nsr014,1,0,0,1,1
000302810100009,WOS:000302810100009,2012,10.1093/scan/nsr014,1,0,0,1,1
000302810100010,WOS:000302810100010,2012,10.1093/scan/nsr013,1,0,0,1,1
000302810100010,WOS:000302810100010,2012,10.1093/scan/nsr013,1,0,0,1,1
000302810100011,WOS:000302810100011,2012,10.1093/scan/nsr012,1,0,0,1,1
000302810100012,WOS:000302810100012,2012,10.1093/scan/nsr015,1,0,0,1,1
000302810100012,WOS:000302810100012,2012,10.1093/scan/nsr015,1,0,0,1,1
000302810100013,WOS:000302810100013,2012,10.1093/scan/nsr016,1,0,0,1,1
000302873700004,WOS:000302873700004,2012,10.1371/journal.pone.0029644,1,1,0,0,1
000302926600011,WOS:000302926600011,2012,10.1016/j.neuroimage.2012.02.019,0,0,0,0,0
000302926600030,WOS:000302926600030,2012,10.1016/j.neuroimage.2012.02.036,1,0,0,0,1
000302926600042,WOS:000302926600042,2012,10.1016/j.neuroimage.2012.02.043,0,0,0,0,0
000302974100005,WOS:000302974100005,2012,10.1016/j.cortex.2011.01.004,0,0,0,0,0
000303047600019,WOS:000303047600019,2012,10.1523/jneurosci.5511-11.2012,1,0,1,0,1
000303094100014,WOS:000303094100014,2012,10.1016/j.ijpsycho.2011.12.002,0,0,0,0,0
000303161400011,WOS:000303161400011,2012,10.1093/cercor/bhr180,1,0,1,0,1
000303272300013,WOS:000303272300013,2012,10.1016/j.neuroimage.2012.01.112,0,0,0,0,0
000303272300016,WOS:000303272300016,2012,10.1016/j.neuroimage.2012.01.036,1,0,0,0,1
000303272300029,WOS:000303272300029,2012,10.1016/j.neuroimage.2012.01.071,1,0,0,0,1
000303388500004,WOS:000303388500004,2012,10.1111/j.1530-0277.2011.01672.x,1,0,0,0,1
000303476100002,WOS:000303476100002,2012,10.3758/s13415-012-0085-y,1,0,1,0,1
000303518700001,WOS:000303518700001,2012,10.3389/fnhum.2012.00108,1,1,0,0,1
000303518800001,WOS:000303518800001,2012,10.3389/fnhum.2012.00119,1,1,0,0,1
000303567300001,WOS:000303567300001,2012,10.1080/17470919.2011.598945,0,0,0,0,0
000303567300001,WOS:000303567300001,2012,10.1080/17470919.2011.598945,0,0,0,0,0
000303567300002,WOS:000303567300002,2012,10.1080/17470919.2011.609906,0,0,0,0,0
000303567300003,WOS:000303567300003,2012,10.1080/17470919.2011.609907,0,0,0,0,0
000303567300003,WOS:000303567300003,2012,10.1080/17470919.2011.609907,0,0,0,0,0
000303567300004,WOS:000303567300004,2012,10.1080/17470919.2011.614000,0,0,0,0,0
000303567300005,WOS:000303567300005,2012,10.1080/17470919.2011.614001,0,0,0,0,0
000303567300005,WOS:000303567300005,2012,10.1080/17470919.2011.614001,0,0,0,0,0
000303567300006,WOS:000303567300006,2012,10.1080/17470919.2011.614002,0,0,0,0,0
000303567300007,WOS:000303567300007,2012,10.1080/17470919.2011.614003,0,0,0,0,0
000303567300007,WOS:000303567300007,2012,10.1080/17470919.2011.614003,0,0,0,0,0
000303567300008,WOS:000303567300008,2012,10.1080/17470919.2011.614004,0,0,0,0,0
000303567300009,WOS:000303567300009,2012,10.1080/17470919.2011.614696,0,0,0,0,0
000303567300009,WOS:000303567300009,2012,10.1080/17470919.2011.614696,0,0,0,0,0
000303582800005,WOS:000303582800005,2012,10.1007/s12078-011-9115-3,0,0,0,0,0
000303598900019,WOS:000303598900019,2012,10.1523/jneurosci.0257-12.2012,1,0,1,0,1
000303622800006,WOS:000303622800006,2012,10.1016/j.ijdevneu.2011.08.006,1,0,0,0,1
000303622800012,WOS:000303622800012,2012,10.1016/j.ijdevneu.2011.10.008,1,0,0,0,1
000303857200009,WOS:000303857200009,2012,10.1002/hbm.21290,0,0,0,0,0
000303857200016,WOS:000303857200016,2012,10.1002/hbm.21298,1,0,0,0,1
000303933800036,WOS:000303933800036,2012,10.1016/j.schres.2012.02.022,0,0,0,0,0
000303954600004,WOS:000303954600004,2012,10.1016/j.neuroimage.2012.02.027,0,0,0,0,0
000303954600025,WOS:000303954600025,2012,10.1016/j.neuroimage.2012.03.013,0,0,0,0,0
000303971400017,WOS:000303971400017,2012,10.1016/j.neuron.2012.02.038,1,0,0,1,1
000304309800001,WOS:000304309800001,2012,10.1186/1471-244x-12-17,1,1,0,0,1
000304421000024,WOS:000304421000024,2012,10.1523/jneurosci.4284-11.2012,1,0,1,0,1
000304441500013,WOS:000304441500013,2012,10.1017/s0033291711002224,0,0,0,0,0
000304445800031,WOS:000304445800031,2012,10.1073/pnas.1202129109,1,0,1,0,1
000304468400002,WOS:000304468400002,2012,10.1111/j.1467-9221.2012.00879.x,0,0,0,0,0
000304503800006,WOS:000304503800006,2012,10.1016/j.bandc.2012.01.010,0,0,0,0,0
000304510800008,WOS:000304510800008,2012,10.1016/j.euroneuro.2011.11.001,0,0,0,0,0
000304512500002,WOS:000304512500002,2012,10.1037/a0028252,1,0,0,0,1
000304512500003,WOS:000304512500003,2012,10.1037/a0028241,1,0,0,0,1
000304512500004,WOS:000304512500004,2012,10.1037/a0028341,0,0,0,0,0
000304512500005,WOS:000304512500005,2012,10.1037/a0027674,1,0,0,0,1
000304512500006,WOS:000304512500006,2012,10.1037/a0027676,1,0,0,0,1
000304512500007,WOS:000304512500007,2012,10.1037/a0028303,1,0,0,0,1
000304512500008,WOS:000304512500008,2012,10.1037/a0028363,0,0,0,0,0
000304512500009,WOS:000304512500009,2012,10.1037/a0027992,1,0,0,0,1
000304512500010,WOS:000304512500010,2012,10.1037/a0028028,0,0,0,0,0
000304512500011,WOS:000304512500011,2012,10.1037/a0028155,0,0,0,0,0
000304512500012,WOS:000304512500012,2012,10.1037/a0028157,1,0,0,0,1
000304512500013,WOS:000304512500013,2012,10.1037/a0028285,0,0,0,0,0
000304539700005,WOS:000304539700005,2012,10.1093/cercor/bhr204,1,0,1,0,1
000304539700014,WOS:000304539700014,2012,10.1093/cercor/bhr213,1,0,1,0,1
000304593300004,WOS:000304593300004,2012,10.1162/jocn_a_00232,0,0,0,0,0
000304613000013,WOS:000304613000013,2012,10.1007/s10803-011-1332-8,0,0,0,0,0
000304729800018,WOS:000304729800018,2012,10.1016/j.neuroimage.2012.03.089,0,0,0,0,0
000304729800023,WOS:000304729800023,2012,10.1016/j.neuroimage.2012.04.002,0,0,0,0,0
000304729800024,WOS:000304729800024,2012,10.1016/j.neuroimage.2012.03.085,0,0,0,0,0
000304858100001,WOS:000304858100001,2012,10.3389/fnhum.2012.00103,1,1,0,0,1
000304858300001,WOS:000304858300001,2012,10.3389/fnhum.2012.00114,1,1,0,0,1
000304921300005,WOS:000304921300005,2012,10.1080/01411896.2012.680880,0,0,0,0,0
000304975000002,WOS:000304975000002,2012,10.1007/978-1-4614-1195-6_2,0,0,0,0,0
000305014500007,WOS:000305014500007,2012,10.1371/journal.pone.0032960,1,1,0,0,1
000305120600008,WOS:000305120600008,2012,10.1177/0963721411429455,1,0,0,0,1
