ut,label,cluster_id1,n_pubs,label1,label2,label3,label4,label5
000270137900005,WOS:000270137900005,2824,2795,deception,deception detection,information test,false confession,micro expression recognition
000270137900005,WOS:000270137900005,2824,2795,deception,deception detection,information test,false confession,micro expression recognition
000270137900006,WOS:000270137900006,2824,2795,deception,deception detection,information test,false confession,micro expression recognition
000270137900006,WOS:000270137900006,2824,2795,deception,deception detection,information test,false confession,micro expression recognition
000270137900007,WOS:000270137900007,2824,2795,deception,deception detection,information test,false confession,micro expression recognition
000270137900007,WOS:000270137900007,2824,2795,deception,deception detection,information test,false confession,micro expression recognition
000270137900008,WOS:000270137900008,2824,2795,deception,deception detection,information test,false confession,micro expression recognition
000270137900008,WOS:000270137900008,2824,2795,deception,deception detection,information test,false confession,micro expression recognition
000270137900009,WOS:000270137900009,2824,2795,deception,deception detection,information test,false confession,micro expression recognition
000270137900009,WOS:000270137900009,2824,2795,deception,deception detection,information test,false confession,micro expression recognition
000270151800003,WOS:000270151800003,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000270151800006,WOS:000270151800006,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000270151800009,WOS:000270151800009,24,35615,mini mental state examination,normative data,education,validity,lewy body
000270151800013,WOS:000270151800013,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000270170200010,WOS:000270170200010,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000270305800053,WOS:000270305800053,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000270331000007,WOS:000270331000007,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000270363300031,WOS:000270363300031,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000270482900006,WOS:000270482900006,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000270490800007,WOS:000270490800007,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000270490800010,WOS:000270490800010,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000270537500061,WOS:000270537500061,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000270737300009,WOS:000270737300009,1049,10156,mismatch negativity,mmn,auditory event,error processing,simon effect
000270740200008,WOS:000270740200008,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000270741300003,WOS:000270741300003,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000270758700021,WOS:000270758700021,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000270803700001,WOS:000270803700001,813,11906,circadian clock,neurospora,suprachiasmatic nucleus,clock gene,clock gene expression
000270803700002,WOS:000270803700002,32,34451,urocortin,maternal behavior,prenatal stress,aggression,crh
000270803700003,WOS:000270803700003,32,34451,urocortin,maternal behavior,prenatal stress,aggression,crh
000270803700004,WOS:000270803700004,851,11606,olfactory bulb,olfactory dysfunction,olfactory epithelium,parkinson,alzheimer
000270803700006,WOS:000270803700006,32,34451,urocortin,maternal behavior,prenatal stress,aggression,crh
000270803700007,WOS:000270803700007,2988,2314,aicardi syndrome,corpus callosum,fetal mri,agenesis,pontocerebellar hypoplasia type
000270803700008,WOS:000270803700008,1639,6988,kainate receptor,norketamine,glycine transporter,treatment resistant depression,glyt1
000270803700009,WOS:000270803700009,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000270803700010,WOS:000270803700010,516,15165,adult neurogenesis,reelin,subventricular zone,new neuron,rostral migratory stream
000270803700011,WOS:000270803700011,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000270803700012,WOS:000270803700012,1810,6258,ghrelin,nesfatin,ghrelin receptor,food intake,plasma ghrelin level
000270803700013,WOS:000270803700013,1765,6440,salivary cortisol,cortisol,cortisol awakening response,psychosocial stress,testosterone
000270803700014,WOS:000270803700014,1063,10061,synthetic cannabinoid,ecstasy,mdma,methylenedioxymethamphetamine,mephedrone
000270803700015,WOS:000270803700015,2266,4527,cerebellum,cerebellar cortex,eyeblink conditioning,cerebellar purkinje cell,NULL
000270803700016,WOS:000270803700016,2266,4527,cerebellum,cerebellar cortex,eyeblink conditioning,cerebellar purkinje cell,NULL
000270803700017,WOS:000270803700017,1720,6640,time perception,interval timing,resurgence,wheel,choice
000270803700018,WOS:000270803700018,1178,9299,psd,neuroligin,postsynaptic density,dendritic spine,pdz domain
000270803700019,WOS:000270803700019,117,23751,pregabalin,postherpetic neuralgia,neuropathic pain,gabapentin,painful diabetic neuropathy
000270803700020,WOS:000270803700020,186,20972,fall,fall detection,older person,fear,older adult
000270803700021,WOS:000270803700021,1317,8520,reconsolidation,fear extinction,latent inhibition,basolateral amygdala,d cycloserine
000270822100005,WOS:000270822100005,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000270853700021,WOS:000270853700021,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000270865600006,WOS:000270865600006,1765,6440,salivary cortisol,cortisol,cortisol awakening response,psychosocial stress,testosterone
000270982900014,WOS:000270982900014,582,14382,psoriasis,severe plaque psoriasis,phototherapy,ustekinumab,NULL
000271067000019,WOS:000271067000019,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000271067100025,WOS:000271067100025,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000271090500003,WOS:000271090500003,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000271170700036,WOS:000271170700036,91,25711,multiple sclerosis,neuromyelitis optica,effect,interferon beta,fatigue
000271180200011,WOS:000271180200011,195,20830,human auditory cortex,listener,cochlear implant user,reverberation,interaural time difference
000271216800006,WOS:000271216800006,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000271216800007,WOS:000271216800007,1306,8581,borderline personality disorder,rorschach,dialectical behavior therapy,personality pathology,mentalization
000271245500010,WOS:000271245500010,708,13000,intelligence,flynn effect,twin,heritability,general factor
000271270100005,WOS:000271270100005,1317,8520,reconsolidation,fear extinction,latent inhibition,basolateral amygdala,d cycloserine
000271292400001,WOS:000271292400001,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000271307000011,WOS:000271307000011,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000271471400028,WOS:000271471400028,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000271565300008,WOS:000271565300008,1371,8334,marital satisfaction,adult attachment,couple,marital quality,attachment style
000271565300021,WOS:000271565300021,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000271573600009,WOS:000271573600009,24,35615,mini mental state examination,normative data,education,validity,lewy body
000271680100002,WOS:000271680100002,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000271718200002,WOS:000271718200002,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000271975800005,WOS:000271975800005,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000272031700080,WOS:000272031700080,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000272031700087,WOS:000272031700087,1706,6716,aphasia,post stroke depression,participation,chronic aphasia,person
000272031700088,WOS:000272031700088,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000272031700093,WOS:000272031700093,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000272031700094,WOS:000272031700094,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000272071600019,WOS:000272071600019,32,34451,urocortin,maternal behavior,prenatal stress,aggression,crh
000272288800003,WOS:000272288800003,1371,8334,marital satisfaction,adult attachment,couple,marital quality,attachment style
000272340800008,WOS:000272340800008,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000272340800009,WOS:000272340800009,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000272351200006,WOS:000272351200006,1049,10156,mismatch negativity,mmn,auditory event,error processing,simon effect
000272352100008,WOS:000272352100008,770,12354,infant,mind,false belief,imitation,month old infant
000272463200005,WOS:000272463200005,659,13536,muscle synergy,visuomotor adaptation,force control,bimanual coordination,human arm
000272463200027,WOS:000272463200027,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000272489200004,WOS:000272489200004,1162,9419,verbal short term memory,tower,working memory training,fluid intelligence,serial recall
000272537900003,WOS:000272537900003,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000272537900005,WOS:000272537900005,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000272544100006,WOS:000272544100006,2824,2795,deception,deception detection,information test,false confession,micro expression recognition
000272553000023,WOS:000272553000023,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000272599500003,WOS:000272599500003,127,22935,posttraumatic stress disorder,ptsd,refugee,veteran,iraq
000272599500004,WOS:000272599500004,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000272685000005,WOS:000272685000005,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000272738100001,WOS:000272738100001,1967,5639,dream,memory consolidation,sleep spindle,cyclic alternating pattern,nightmare
000272738100002,WOS:000272738100002,32,34451,urocortin,maternal behavior,prenatal stress,aggression,crh
000272738100003,WOS:000272738100003,32,34451,urocortin,maternal behavior,prenatal stress,aggression,crh
000272738100004,WOS:000272738100004,32,34451,urocortin,maternal behavior,prenatal stress,aggression,crh
000272738100005,WOS:000272738100005,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000272738100006,WOS:000272738100006,577,14410,navigation,medial temporal lobe,grid cell,human hippocampus,landmark
000272738100007,WOS:000272738100007,280,18724,omega,eicosapentaenoic acid,trans fatty acid,dha,long chain
000272738100008,WOS:000272738100008,32,34451,urocortin,maternal behavior,prenatal stress,aggression,crh
000272738100009,WOS:000272738100009,577,14410,navigation,medial temporal lobe,grid cell,human hippocampus,landmark
000272738100010,WOS:000272738100010,396,16914,adrenomedullin,pacap,galanin,pituitary adenylate cyclase,gastrin
000272738100011,WOS:000272738100011,69,27787,parkinson disease,early parkinson,levodopa,disease patient,dyskinesia
000272738100012,WOS:000272738100012,1599,7156,caffeine,coffee consumption,risk,energy drink,chlorogenic acid
000272738100013,WOS:000272738100013,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000272738100014,WOS:000272738100014,1357,8401,httlpr,temperament,serotonin transporter gene,comt,catechol o methyltransferase
000272738100015,WOS:000272738100015,941,10960,alpha,nicotinic acetylcholine receptor,beta,receptor,subunit
000272738100016,WOS:000272738100016,1900,5946,food addiction,diabetic rat,streptozotocin,obesity,high fat diet
000272738100017,WOS:000272738100017,2017,5412,fragile x syndrome,fragile x mental retardation protein,fmr1 gene,fmrp,fragile x associated tremor ataxia syndrome
000272738100018,WOS:000272738100018,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000272738100019,WOS:000272738100019,577,14410,navigation,medial temporal lobe,grid cell,human hippocampus,landmark
000272738100020,WOS:000272738100020,2266,4527,cerebellum,cerebellar cortex,eyeblink conditioning,cerebellar purkinje cell,NULL
000272738100021,WOS:000272738100021,805,12034,huntington,myotonic dystrophy type,disease,spinocerebellar,type
000272757800016,WOS:000272757800016,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000272763600002,WOS:000272763600002,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000272808400052,WOS:000272808400052,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000272808400054,WOS:000272808400054,1171,9330,blind,tactile display,tactile perception,friction,visual impairment
000272808400055,WOS:000272808400055,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000272827800021,WOS:000272827800021,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000272926200028,WOS:000272926200028,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000272977900024,WOS:000272977900024,436,16290,amyotrophic lateral sclerosis,frontotemporal dementia,tdp,primary progressive aphasia,alzheimer
000272996900004,WOS:000272996900004,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000273003200029,WOS:000273003200029,1003,10514,obsessive compulsive disorder,tourette syndrome,tourette,ocd,trichotillomania
000273008500001,WOS:000273008500001,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000273063400003,WOS:000273063400003,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000273065400009,WOS:000273065400009,1961,5667,driver,driver fatigue,driver drowsiness detection,mental fatigue,resident
000273104000004,WOS:000273104000004,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000273178700091,WOS:000273178700091,1162,9419,verbal short term memory,tower,working memory training,fluid intelligence,serial recall
000273231000001,WOS:000273231000001,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000273231000002,WOS:000273231000002,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000273231000003,WOS:000273231000003,263,18952,methylphenidate,attention deficit hyperactivity disorder,adhd,atomoxetine,adult adhd
000273231000004,WOS:000273231000004,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000273231000005,WOS:000273231000005,32,34451,urocortin,maternal behavior,prenatal stress,aggression,crh
000273231000005,WOS:000273231000005,32,34451,urocortin,maternal behavior,prenatal stress,aggression,crh
000273231000006,WOS:000273231000006,770,12354,infant,mind,false belief,imitation,month old infant
000273231000006,WOS:000273231000006,770,12354,infant,mind,false belief,imitation,month old infant
000273231000007,WOS:000273231000007,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000273231000007,WOS:000273231000007,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000273231000008,WOS:000273231000008,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000273231000008,WOS:000273231000008,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000273231000009,WOS:000273231000009,1357,8401,httlpr,temperament,serotonin transporter gene,comt,catechol o methyltransferase
000273231000010,WOS:000273231000010,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000273231000010,WOS:000273231000010,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000273231000011,WOS:000273231000011,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000273231000011,WOS:000273231000011,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000273231000012,WOS:000273231000012,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000273231000012,WOS:000273231000012,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000273440500014,WOS:000273440500014,685,13323,pediatric bipolar disorder,lithium,bipolar depression,affective temperament,bipolar spectrum disorder
000273492800021,WOS:000273492800021,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000273494700021,WOS:000273494700021,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000273544700013,WOS:000273544700013,155,21975,stereotype threat,implicit association test,regulatory focus,hindsight bias,counterfactual thinking
000273586900017,WOS:000273586900017,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000273626400070,WOS:000273626400070,155,21975,stereotype threat,implicit association test,regulatory focus,hindsight bias,counterfactual thinking
000273626400071,WOS:000273626400071,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000273626400072,WOS:000273626400072,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000273626400073,WOS:000273626400073,195,20830,human auditory cortex,listener,cochlear implant user,reverberation,interaural time difference
000273635100011,WOS:000273635100011,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000273771000003,WOS:000273771000003,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000273779000008,WOS:000273779000008,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000273808100004,WOS:000273808100004,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000273827500018,WOS:000273827500018,1951,5732,dysarthria,stuttering,foreign accent syndrome,auditory feedback,parkinson
000273844100008,WOS:000273844100008,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000273844100012,WOS:000273844100012,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000273879400013,WOS:000273879400013,402,16851,dilemma game,spatial prisoner,social dilemma,public goods game,ultimatum game
000273943700024,WOS:000273943700024,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000274064500001,WOS:000274064500001,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000274064500019,WOS:000274064500019,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000274064500038,WOS:000274064500038,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000274064500056,WOS:000274064500056,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000274135500021,WOS:000274135500021,160,21785,concussion,mild traumatic brain injury,sport,chronic traumatic encephalopathy,tbi
000274135500024,WOS:000274135500024,576,14416,false memory,false recognition,retrieval practice,eyewitness memory,recognition memory
000274181300006,WOS:000274181300006,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000274246700015,WOS:000274246700015,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000274251700017,WOS:000274251700017,117,23751,pregabalin,postherpetic neuralgia,neuropathic pain,gabapentin,painful diabetic neuropathy
000274315600006,WOS:000274315600006,577,14410,navigation,medial temporal lobe,grid cell,human hippocampus,landmark
000274364400001,WOS:000274364400001,577,14410,navigation,medial temporal lobe,grid cell,human hippocampus,landmark
000274364400002,WOS:000274364400002,693,13159,neurotrophin receptor,bdnf val66met polymorphism,serum brain,trka,bdnf
000274364400003,WOS:000274364400003,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000274364400004,WOS:000274364400004,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000274364400005,WOS:000274364400005,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000274364400006,WOS:000274364400006,577,14410,navigation,medial temporal lobe,grid cell,human hippocampus,landmark
000274364400007,WOS:000274364400007,1654,6929,orexin,melanin,hypocretin,narcolepsy,cataplexy
000274364400008,WOS:000274364400008,1967,5639,dream,memory consolidation,sleep spindle,cyclic alternating pattern,nightmare
000274364400009,WOS:000274364400009,813,11906,circadian clock,neurospora,suprachiasmatic nucleus,clock gene,clock gene expression
000274364400010,WOS:000274364400010,1900,5946,food addiction,diabetic rat,streptozotocin,obesity,high fat diet
000274364400011,WOS:000274364400011,3144,1859,ketogenic diet,fructose,deficiency syndrome,ketone body,glucose transporter
000274364400012,WOS:000274364400012,2266,4527,cerebellum,cerebellar cortex,eyeblink conditioning,cerebellar purkinje cell,NULL
000274364400013,WOS:000274364400013,465,15813,stroke rehabilitation,mirror therapy,stroke recovery,hemiplegic shoulder pain,subacute stroke
000274364400014,WOS:000274364400014,3028,2199,prepulse inhibition,startle,sensory gating,acoustic startle response,hyperekplexia
000274364400015,WOS:000274364400015,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000274364400016,WOS:000274364400016,3411,1171,prospective memory,implementation intention,delayed intention,NULL,NULL
000274364400017,WOS:000274364400017,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000274364400018,WOS:000274364400018,577,14410,navigation,medial temporal lobe,grid cell,human hippocampus,landmark
000274364400019,WOS:000274364400019,2265,4528,electroconvulsive therapy,neuroleptic malignant syndrome,serotonin syndrome,catatonia,ect
000274371700004,WOS:000274371700004,2842,2737,gesture,co speech gesture,motion event,color category,sign language
000274371700014,WOS:000274371700014,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000274371700022,WOS:000274371700022,805,12034,huntington,myotonic dystrophy type,disease,spinocerebellar,type
000274398200014,WOS:000274398200014,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000274424700011,WOS:000274424700011,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000274488600011,WOS:000274488600011,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000274513000010,WOS:000274513000010,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000274513000011,WOS:000274513000011,2756,3006,metaphor,irony,verbal irony,metaphor comprehension,conceptual metaphor
000274761800028,WOS:000274761800028,353,17544,brain computer interface,bci,ssvep,classification,eeg signal
000274762500004,WOS:000274762500004,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000274802100007,WOS:000274802100007,1063,10061,synthetic cannabinoid,ecstasy,mdma,methylenedioxymethamphetamine,mephedrone
000274810100017,WOS:000274810100017,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000274810100027,WOS:000274810100027,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000274874800004,WOS:000274874800004,1797,6303,narcissism,dark triad,callous unemotional trait,psychopathic trait,machiavellianism
000274929800005,WOS:000274929800005,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000274946000010,WOS:000274946000010,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000274946000020,WOS:000274946000020,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000274948400037,WOS:000274948400037,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000274948400038,WOS:000274948400038,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000274948400049,WOS:000274948400049,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000274948400053,WOS:000274948400053,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000275009200007,WOS:000275009200007,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000275009200010,WOS:000275009200010,325,18021,suicide,suicide prevention,firearm,suicide attempt,self harm
000275021500001,WOS:000275021500001,148,22218,nervosa,disorder,bulimia nervosa,anorexia nervosa,body dissatisfaction
000275030900018,WOS:000275030900018,160,21785,concussion,mild traumatic brain injury,sport,chronic traumatic encephalopathy,tbi
000275031700004,WOS:000275031700004,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000275100300004,WOS:000275100300004,685,13323,pediatric bipolar disorder,lithium,bipolar depression,affective temperament,bipolar spectrum disorder
000275130500002,WOS:000275130500002,3305,1436,williams syndrome,supravalvular aortic stenosis,tfii,williams,gtf2ird1
000275142100002,WOS:000275142100002,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000275142100011,WOS:000275142100011,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000275146500009,WOS:000275146500009,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000275309600003,WOS:000275309600003,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000275309600004,WOS:000275309600004,195,20830,human auditory cortex,listener,cochlear implant user,reverberation,interaural time difference
000275309700012,WOS:000275309700012,576,14416,false memory,false recognition,retrieval practice,eyewitness memory,recognition memory
000275309700014,WOS:000275309700014,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000275346800004,WOS:000275346800004,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000275348000005,WOS:000275348000005,2449,3886,synesthesia,audiovisual integration,mcgurk effect,sound symbolism,grapheme color synesthesia
000275390900011,WOS:000275390900011,69,27787,parkinson disease,early parkinson,levodopa,disease patient,dyskinesia
000275408200028,WOS:000275408200028,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000275408200042,WOS:000275408200042,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000275408200049,WOS:000275408200049,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000275451000021,WOS:000275451000021,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000275483100001,WOS:000275483100001,160,21785,concussion,mild traumatic brain injury,sport,chronic traumatic encephalopathy,tbi
000275566500006,WOS:000275566500006,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000275566500015,WOS:000275566500015,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000275656200031,WOS:000275656200031,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000275681700021,WOS:000275681700021,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000275721000002,WOS:000275721000002,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000275869700002,WOS:000275869700002,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000275986200010,WOS:000275986200010,1306,8581,borderline personality disorder,rorschach,dialectical behavior therapy,personality pathology,mentalization
000276023500027,WOS:000276023500027,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000276023500031,WOS:000276023500031,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000276152600002,WOS:000276152600002,1049,10156,mismatch negativity,mmn,auditory event,error processing,simon effect
000276220300008,WOS:000276220300008,160,21785,concussion,mild traumatic brain injury,sport,chronic traumatic encephalopathy,tbi
000276320100001,WOS:000276320100001,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000276320100002,WOS:000276320100002,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000276320100003,WOS:000276320100003,1317,8520,reconsolidation,fear extinction,latent inhibition,basolateral amygdala,d cycloserine
000276320100004,WOS:000276320100004,1375,8310,beta hydroxysteroid dehydrogenase type,primary aldosteronism,hyperkalemia,mineralocorticoid receptor,eplerenone
000276320100005,WOS:000276320100005,396,16914,adrenomedullin,pacap,galanin,pituitary adenylate cyclase,gastrin
000276320100006,WOS:000276320100006,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000276320100007,WOS:000276320100007,1765,6440,salivary cortisol,cortisol,cortisol awakening response,psychosocial stress,testosterone
000276320100008,WOS:000276320100008,851,11606,olfactory bulb,olfactory dysfunction,olfactory epithelium,parkinson,alzheimer
000276320100009,WOS:000276320100009,195,20830,human auditory cortex,listener,cochlear implant user,reverberation,interaural time difference
000276320100010,WOS:000276320100010,2511,3718,congenital adrenal hyperplasia,hydroxylase deficiency,sex development,digit ratio,2d 4d
000276320100011,WOS:000276320100011,1765,6440,salivary cortisol,cortisol,cortisol awakening response,psychosocial stress,testosterone
000276320100012,WOS:000276320100012,1317,8520,reconsolidation,fear extinction,latent inhibition,basolateral amygdala,d cycloserine
000276320100013,WOS:000276320100013,1180,9289,birdsong,vocal learning,bengalese finch,vocal repertoire,song structure
000276320100014,WOS:000276320100014,69,27787,parkinson disease,early parkinson,levodopa,disease patient,dyskinesia
000276478500002,WOS:000276478500002,2686,3198,disgust,moral judgment,disgust sensitivity,moral dilemma,contamination
000276537800014,WOS:000276537800014,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000276555900008,WOS:000276555900008,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000276690000010,WOS:000276690000010,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000276770800025,WOS:000276770800025,1194,9192,fraction,numerosity,number sense,arithmetic,addition
000276778600020,WOS:000276778600020,338,17868,cannabinoid,effect,rat,delta,role
000276906800004,WOS:000276906800004,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000276987500003,WOS:000276987500003,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000276999600003,WOS:000276999600003,2365,4189,wernicke,encephalopathy,thiamine,thiamine deficiency,alcohol dependence
000277127500003,WOS:000277127500003,148,22218,nervosa,disorder,bulimia nervosa,anorexia nervosa,body dissatisfaction
000277127500005,WOS:000277127500005,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000277141200044,WOS:000277141200044,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000277141200045,WOS:000277141200045,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000277159200024,WOS:000277159200024,411,16706,visual working memory,attentional blink,spatial neglect,change blindness,return
