PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
J	Davey, Christopher G.; Allen, Nicholas B.; Harrison, Ben J.; Dwyer, Dominic B.; Yucel, Murat								Being Liked Activates Primary Reward and Midline Self-Related Brain Regions								HUMAN BRAIN MAPPING				31	4			660	668		10.1002/hbm.20895			APR 2010	2010	The experience of being liked is a key social event and fundamental to motivating human behavior, though little is known about its neural underpinnings. In this study, we examined the experience of being liked in a group of 15- to 24-year-old: a cohort for whom forming friendships has a great degree of salience, and for whom the explicit representation of relationships is familiar from their frequent use of social networking technologies. Study participants (n = 19) were led to believe that other participants had formed an opinion on their likability based on their appearance in a photograph, and during fMRI scanning viewed the photographs of people who had purportedly responded favorably to them (alongside photographs of control participants). Results indicated that being liked activated primary reward- and self-related regions, including the nucleus accumbens, midbrain (in an area corresponding to the ventral tegmentum), ventromedial prefrontal cortex, posterior cingulate cortex (including retrosplenial cortex), amygdala, and insula/opercular cortex. Participants showed greater activation of ventromedial prefrontal cortex and amygdala in response to being liked by people that they regarded highly compared to those they regarded less so. Finally, being liked by the opposite compared to the same gender activated the right caudal orbitofrontal cortex and right anterior insula: areas important for the representation of primary somatic rewards. This study demonstrates that neural response to being liked has features that are consistent with response to other rewarding events, but it has additional features that reflect its intrinsically interpersonal character. Hum Brain Mapp 31:660-668, 2010. (C) 2009 Wiley-Liss, Inc.		[Yucel, Murat] Univ Melbourne, Melbourne Neuropsychiat Ctr, Natl Neurosci Facil, Carlton, Vic 3053, Australia; [Davey, Christopher G.; Allen, Nicholas B.; Yucel, Murat] Univ Melbourne, Orygen Youth Hlth Res Ctr, Melbourne, Vic 3010, Australia; [Davey, Christopher G.; Harrison, Ben J.; Yucel, Murat] Univ Melbourne, Dept Psychiat, Melbourne, Vic 3010, Australia; [Allen, Nicholas B.; Dwyer, Dominic B.] Univ Melbourne, Dept Psychol, Melbourne, Vic 3010, Australia; [Harrison, Ben J.] CRC Corp Sanitaria, Inst Alta Tecnol PRBB, Barcelona, Spain; [Yucel, Murat] Univ Melbourne, Melbourne Neuropsychiat Ctr, Natl Neurosci Facil, 161 Barry St, Carlton, Vic 3053, Australia								78							Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging	WOS:000276537800014		
J	Izuma, Keise; Saito, Daisuke N.; Sadato, Norihiro								Processing of the Incentive for Social Approval in the Ventral Striatum during Charitable Donation								JOURNAL OF COGNITIVE NEUROSCIENCE				22	4			621	631		10.1162/jocn.2009.21228			APR 2010	2010	Human behaviors are motivated not only by materialistic rewards but also by abstract social rewards, such as the approval of others. When choosing an action in social situations, to evaluate each action, the brain must convert different types of reward (such as money or social approval) into a common scale. Here using fMRI, we investigated the neural correlates of such valuation computations while individuals freely decided whether to donate to real charities or to take the money for themselves in the presence or absence of observers. Behavioral evidence showed that the mere presence of observers increased donation rates, and neuroimaging results revealed that activation in the ventral striatum before the same choice ("donate" or "not donate") was significantly modulated by the presence of observers. Particularly high striatal activations were observed when a high social reward was expected (donation in public) and when there was the potential for monetary gain without social cost (no donation in the absence of observers). These findings highlight the importance of this area in representing both social and monetary rewards as a "decision utility" and add to the understanding of how the brain makes a choice using a "common neural currency" in social situations.		[Sadato, Norihiro] Natl Inst Nat Sci, Natl Inst Physiol Sci, Sect Cerebral Res, Div Cerebral Integrat, Okazaki, Aichi 4448585, Japan; [Izuma, Keise; Sadato, Norihiro] Grad Univ Adv Studies, Kanagawa, Japan; [Sadato, Norihiro] Japan Sci & Technol Agcy JST, Res Inst Sci & Technol Soc RISTEX, Saitama, Japan; [Sadato, Norihiro] Univ Fukui, Fukui 910, Japan; [Sadato, Norihiro] Natl Inst Nat Sci, Natl Inst Physiol Sci, Sect Cerebral Res, Div Cerebral Integrat, 38 Nishigonaka, Okazaki, Aichi 4448585, Japan								137							Neurosciences; Psychology, Experimental	WOS:000275309600003		
J	Smith, Kevin R.; Hsieh, I-Hui; Saberi, Kourosh; Hickok, Gregory								Auditory Spatial and Object Processing in the Human Planum Temporale: No Evidence for Selectivity								JOURNAL OF COGNITIVE NEUROSCIENCE				22	4			632	639		10.1162/jocn.2009.21196			APR 2010	2010	Although it is generally acknowledged that at least two processing streams exist in the primate cortical auditory system, the function of the posterior dorsal stream is a topic of much debate. Recent studies have reported selective activation to auditory spatial change in portions of the human planum temporale (PT) relative to nonspatial stimuli such as pitch changes or complex acoustic patterns. However, previous work has suggested that the PT may be sensitive to another kind of nonspatial variable, namely, the number of auditory objects simultaneously presented in the acoustic signal. The goal of the present fMRI experiment was to assess whether any portion of the PT showed spatial selectivity relative to manipulations of the number of auditory objects presented. Spatially sensitive regions in the PT were defined by comparing activity associated with listening to an auditory object (speech from a single talker) that changed location with one that remained stationary. Activity within these regions was then examined during a nonspatial manipulation: increasing the number of objects (talkers) from one to three. The nonspatial manipulation modulated activity within the "spatial" PT regions. No region within the PT was found to be selective for spatial or object processing. We suggest that previously documented spatial sensitivity in the PT reflects auditory source separation using spatial cues rather than spatial processing per se.		[Hickok, Gregory] Univ Calif Irvine, Dept Cognit Sci, Irvine, CA 92697 USA; [Hickok, Gregory] Univ Calif Irvine, Dept Cognit Sci, 4109 Social Sci Plaza, Irvine, CA 92697 USA								28							Neurosciences; Psychology, Experimental	WOS:000275309600004		
J	Lavazza, Andrea; De Caro, Mario								Not so Fast. On Some Bold Neuroscientific Claims Concerning Human Agency								NEUROETHICS				3	1			23	41		10.1007/s12152-009-9053-9			APR 2010	2010	According to a widespread view, a complete explanatory reduction of all aspects of the human mind to the electro-chemical functioning of the brain is at hand and will certainly produce vast and positive cultural, political and social consequences. However, notwithstanding the astonishing advances generated by the neurosciences in recent years for our understanding of the mechanisms and functions of the brain, the application of these findings to the specific but crucial issue of human agency can be considered a "pre-paradigmatic science" (in Thomas Kuhn's sense). This implies that the situation is, at the same time, intellectually stimulating and methodologically confused. More specifically-because of the lack of a solid, unitary and coherent methodological framework as to how to connect neurophysiology and agency-it frequently happens that tentative approaches, bold but very preliminary claims and even clearly flawed interpretations of experimental data are taken for granted. In this article some examples of such conceptual confusions and intellectual hubris will be presented, which derive from the most recent literature at the intersection between neurosciences, on the one hand, and philosophy, politics and social sciences, on the other hand. It will also be argued that, in some of these cases, hasty and over-ambitious conclusions may produce negative social and political consequences. The general upshot will be that very much has still to be clarified as to what and how neurosciences can tell us about human agency and that, in the meantime, intellectual and methodological caution is to be recommended.		[De Caro, Mario] Univ Roma Tre, Dipartimento Filosofia, I-00144 Rome, Italy; [Lavazza, Andrea] Viale A Doria 17, I-20124 Milan, Italy								28							Ethics; Medical Ethics; Social Sciences, Biomedical	WOS:000284870300004		
J	Dean, Richard								Does Neuroscience Undermine Deontological Theory?								NEUROETHICS				3	1			43	60		10.1007/s12152-009-9052-x			APR 2010	2010	Joshua Greene has argued that several lines of empirical research, including his own fMRI studies of brain activity during moral decision-making, comprise strong evidence against the legitimacy of deontology as a moral theory. This is because, Greene maintains, the empirical studies establish that "characteristically deontological" moral thinking is driven by prepotent emotional reactions which are not a sound basis for morality in the contemporary world, while "characteristically consequentialist" thinking is a more reliable moral guide because it is characterized by greater cognitive command and control. In this essay, I argue that Greene does not succeed in drawing a strong statistical or causal connection between prepotent emotional reactions and deontological theory, and so does not undermine the legitimacy of deontological moral theories. The results that Greene relies on from neuroscience and social psychology do not establish his conclusion that consequentialism is superior to deontology.		Calif State Univ Los Angeles, Los Angeles, CA 90032 USA; [Dean, Richard] Calif State Univ Los Angeles, Los Angeles, CA 90032 USA								22							Ethics; Medical Ethics; Social Sciences, Biomedical	WOS:000284870300005		
J	Heyda, Ratha D.; Green, Steven R.; Wyk, Brent C. Vander; Morris, James P.; Pelphrey, Kevin A.								Brain mechanisms for representing what another person sees								NEUROIMAGE				50	2			693	700		10.1016/j.neuroimage.2009.12.101			APR 1 2010	2010	We used functional magnetic resonance imaging (fMRI) and a naturalistic joint attention scenario to evaluate two, alternative hypotheses concerning the social brain. The first, Content Specific Attribution hypothesis, was that core regions previously identified as being involved in social cognition also participate in representing the contents of another mind. The second, Dual Role hypothesis, was that extrastriate, category-specific visual regions respond to a visible stimulus of a specific category and to the same stimulus occluded, but when it appears to be the focus of another person's visual attention. Participants viewed category-specific stimuli (Place and Body images) to localize the extrastriate body area (EBA) and parahippocampal place area (PPA). Then, they observed a computerized character viewing each stimulus category, occluded from the participant's view. In support of the Content Specific Attribution hypothesis, whole-brain analyses revealed that viewing someone else looking at an occluded picture of a body activated brain regions previously associated with components of social cognition more than viewing someone else looking at an occluded picture of a place. Counter to the Dual Role hypothesis, functional region of interest (ROI) analyses revealed that the EBA and PPA were not clearly involved in representing what the character was seeing. (C) 2010 Elsevier Inc. All rights reserved.		[Heyda, Ratha D.; Green, Steven R.; Wyk, Brent C. Vander; Morris, James P.; Pelphrey, Kevin A.] Yale Univ, Yale Child Study Ctr, New Haven, CT 06520 USA; [Pelphrey, Kevin A.] Yale Univ, Yale Child Study Ctr, 230 S Frontage Rd, New Haven, CT 06520 USA								2							Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging	WOS:000274948400037		
J	Rameson, Lian T.; Satpute, Ajay B.; Lieberman, Matthew D.								The neural correlates of implicit and explicit self-relevant processing								NEUROIMAGE				50	2			701	708		10.1016/j.neuroimage.2009.12.098			APR 1 2010	2010	Neuroimaging investigations of self-processing have generally focused on the neural correlates of explicit self-reflection. However, very little is known about the neural basis of implicit self-related processes. We utilized the concept of self-schemas to construct a two-task fMRI study that elicited both implicit and explicit self-relevant processes. The sample consisted of 18 participants who were schematic for either athletics or science. In the implicit self-relevance task, individuals made don-self-relevant judgments about affectively neutral scientific and athletic images. In the explicit self-reference task, participants judged the self-descriptiveness of adjectives related to athletics or science. Implicit and explicit processing of self-relevant (schematic) material elicited activity in many of the same regions, including medial prefrontal cortex, posterior cingulate/precuneus, ventromedial prefrontal cortex, subgenual anterior cingulate, amygdala, and ventral striatum. We suggest that processing self-related material recruits similar neural networks regardless of whether the self-relevance is made explicit or not. (C) 2009 Elsevier Inc. All rights reserved.		[Rameson, Lian T.] Univ Calif Los Angeles, Dept Psychol, Los Angeles, CA 90095 USA; [Satpute, Ajay B.] Columbia Univ, New York, NY 10027 USA; [Rameson, Lian T.] Univ Calif Los Angeles, Dept Psychol, 1285 Franz Hall, Los Angeles, CA 90095 USA								80							Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging	WOS:000274948400038		
J	Jeong, Hyeonjeong; Sugiura, Motoaki; Sassa, Yuko; Wakusawa, Keisuke; Horie, Kaoru; Sato, Shigeru; Kawashima, Ryuta								Learning second language vocabulary: Neural dissociation of situation-based learning and text-based learning								NEUROIMAGE				50	2			802	809		10.1016/j.neuroimage.2009.12.038			APR 1 2010	2010	Second language (12) acquisition necessitates learning and retrieving new words in different modes. In this study, we attempted to investigate the cortical representation of an L2 vocabulary acquired in different learning modes and in cross-modal transfer between learning and retrieval. Healthy participants learned new L2 words either by written translations (text-based learning) or in real-life situations (situation-based learning). Brain activity was then measured during subsequent retrieval of these words. The right supramarginal gyrus and left middle frontal gyrus were involved in situation-based learning and text-based learning, respectively, whereas the left inferior frontal gyrus was activated when learners used L2 knowledge in a mode different from the learning mode. Our findings indicate that the brain regions that mediate L2 memory differ according to how L2 words are learned and used. (C) 2009 Elsevier Inc. All rights reserved.		[Jeong, Hyeonjeong; Sugiura, Motoaki; Sassa, Yuko; Kawashima, Ryuta] Tohoku Univ, Inst Dev Aging & Canc, Dept Funct Imaging, Aoba Ku, Sendai, Miyagi 9808575, Japan; [Wakusawa, Keisuke] Tohoku Univ, Grad Sch Med, Dept Pediat, Sendai, Miyagi 9808575, Japan; [Horie, Kaoru; Sato, Shigeru] Tohoku Univ, Grad Sch Intercultural Studies, Sendai, Miyagi 9808575, Japan; [Jeong, Hyeonjeong] Tohoku Univ, Inst Dev Aging & Canc, Dept Funct Imaging, Aoba Ku, Seiryo Machi 4-1, Sendai, Miyagi 9808575, Japan								19							Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging	WOS:000274948400049		
J	Fehr, Thorsten; Weber, Jochen; Willmes, Klaus; Herrmann, Manfred								Neural correlates in exceptional mental arithmetic-About the neural architecture of prodigious skills								NEUROPSYCHOLOGIA				48	5			1407	1416		10.1016/j.neuropsychologia.2010.01.007			APR 2010	2010	Prodigies are individuals with exceptional mental abilities. How is it possible that some of these people mentally calculate exponentiations with high accuracy and speed? We examined CP, a mental calculation prodigy, and a control group of 11 normal calculators for moderate mental arithmetic tasks. CP has additionally been tested for exceptionally difficult exponentiations. We hypothesized that, if CP would activate similar brain regions as controls for both moderate and very difficult tasks, his special exceptional abilities could rather be explained by neuroplastic changes as a result of obsessive practice than by unusual mental strategies and/or neurocognitive mechanisms. For very difficult exponentiation tasks, CP showed activation patterns in brain regions adjacent to those, which were activated for moderate task calculation by both CP and control participants. We concluded, therefore, that CP's exceptional calculation performance might rather be based on neuroplastic changes substantially caused by years of daily hours of training combined with excellent working memory capabilities and not on the recruitment of additional brain mechanisms. Furthermore, but considering that only one prodigy was compared with a control group, results of the present study imply that the neural substrate, which is potentially necessary to enhance specific skills dramatically by positively motivated excessive mental training, might be present in every healthy individual. (C) 2010 Elsevier Ltd. All rights reserved.		[Fehr, Thorsten] Univ Bremen, Ctr Cognit Sci, Ctr Adv Imaging Bremen Magdeburg, Dept Neuropsychol Behav Neurobiol,ZKW, D-28359 Bremen, Germany; [Fehr, Thorsten] Otto von Guericke Univ, Dept Neurol, Magdeburg, Germany; [Weber, Jochen; Willmes, Klaus] Univ Aachen, Rhein Westfal TH Aachen, Biomat Fac Med, Cent Serv Facil Neurofunct ImagingIZKF, D-5100 Aachen, Germany; [Willmes, Klaus] Univ Aachen, Rhein Westfal TH Aachen, United Hosp, Dept Neurol,Sect Neuropsychol, D-5100 Aachen, Germany; [Weber, Jochen] Columbia Univ, Dept Psychol, Social Cognit Affect Neurosci Unit, New York, NY 10027 USA; [Fehr, Thorsten; Herrmann, Manfred] Univ Bremen, CAI Bremen, D-28359 Bremen, Germany; [Fehr, Thorsten] Univ Bremen, Ctr Cognit Sci, Ctr Adv Imaging Bremen Magdeburg, Dept Neuropsychol Behav Neurobiol,ZKW, Hochschulring 18, D-28359 Bremen, Germany								20							Behavioral Sciences; Neurosciences; Psychology, Experimental	WOS:000276770800025		
J	Nakao, Takashi; Mitsumoto, Mayo; Nashiwa, Hitomi; Takamura, Masahiro; Tokunaga, Satoko; Miyatani, Makoto; Ohira, Hideki; Katayama, Kaori; Okamoto, Akane; Watanabe, Yu								Self-Knowledge Reduces Conflict by Biasing One of Plural Possible Answers								PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN				36	4			455	469		10.1177/0146167210363403			APR 2010	2010	The authors investigated whether self-knowledge has a function to reduce conflict by biasing one of two choices during occupational choice (e.g., Which occupation do you think you could do better-dancer or chemist). In the three experiments, event-related brain potentials were recorded. Experiment I revealed that the amplitude of the conflict-related negativity (CRN) reflects strength of conflict during occupational choice. Results of Experiment 2 demonstrated that the CRN amplitude during occupational choice was smaller when self-knowledge was activated than when other-knowledge was activated. Experiment 3 showed that the CRN amplitude during occupational choice was decreased more when self-knowledge that biases one choice of occupation was activated than when self-knowledge that does not bias was activated. These results suggest that self-knowledge reduces conflict by biasing one of multiple choices in situations where two or more possible correct answers can be given.		[Nakao, Takashi] Nagoya Univ, Grad Sch Environm Studies, Chikusa Ku, Nagoya, Aichi 4648601, Japan; [Nakao, Takashi] Japan Soc Promot Sci, Tokyo, Japan; [Nakao, Takashi] Univ Ottawa, Ottawa, ON K1N 6N5, Canada; [Mitsumoto, Mayo; Nashiwa, Hitomi; Takamura, Masahiro; Tokunaga, Satoko; Miyatani, Makoto; Katayama, Kaori; Okamoto, Akane; Watanabe, Yu] Hiroshima Univ, Hiroshima, Japan; [Nakao, Takashi] Nagoya Univ, Grad Sch Environm Studies, Chikusa Ku, Furo Cho, Nagoya, Aichi 4648601, Japan								22							Psychology, Social	WOS:000276152600002		
J	Ruocco, Anthony C.; Medaglia, John D.; Tinker, Jennifer R.; Ayaz, Hasan; Forman, Evan M.; Newman, Cory F.; Williams, J. Michael; Hillary, Frank G.; Platek, Steven M.; Onaral, Banu; Chute, Douglas L.								Medial prefrontal cortex hyperactivation during social exclusion in borderline personality disorder								PSYCHIATRY RESEARCH-NEUROIMAGING				181	3			233	236		10.1016/j.pscychresns.2009.12.001			MAR 30 2010	2010	Frontal systems dysfunction and abandonment fears represent central features of borderline personality disorder (BPD). BPD subjects (n = 10) and matched non-psychiatric comparison subjects (n = 10) completed a social-cognitive task with two confederates instructed to either include or exclude subjects from a circumscribed interaction. Evoked cerebral blood oxygenation in frontal cortex was measured using 16-channel functional near infrared spectroscopy. BPD subjects showed left medial prefrontal cortex hyperactivation during social exclusion suggesting potential dysfunction of frontolimbic circuitry. (C) 2009 Elsevier Ireland Ltd. All rights reserved.		[Ruocco, Anthony C.; Medaglia, John D.; Tinker, Jennifer R.; Forman, Evan M.; Williams, J. Michael; Chute, Douglas L.] Drexel Univ, Dept Psychol, Philadelphia, PA 19104 USA; [Ayaz, Hasan; Onaral, Banu; Chute, Douglas L.] Drexel Univ, Sch Biomed Engn Sci & Hlth Syst, Philadelphia, PA 19104 USA; [Newman, Cory F.] Univ Penn, Dept Psychiat, Philadelphia, PA 19104 USA; [Hillary, Frank G.] Penn State Univ, Dept Psychol, University Pk, PA 16802 USA; [Platek, Steven M.] Univ Liverpool, Sch Biol Sci, Liverpool L69 3BX, Merseyside, England; [Ruocco, Anthony C.] Univ Illinois, Med Ctr Chicago, 912 S Wood St,Suite 235,MC 913, Chicago, IL 60612 USA								54							Clinical Neurology; Neuroimaging; Psychiatry	WOS:000275986200010		
J	Fischer, Hakan; Nyberg, Lars; Karlsson, Sari; Karlsson, Per; Brehmer, Yvonne; Rieckmann, Anna; MacDonald, Stuart W. S.; Farde, Lars; Backman, Lars								Simulating Neurocognitive Aging: Effects of a Dopaminergic Antagonist on Brain Activity During Working Memory								BIOLOGICAL PSYCHIATRY				67	6			575	580		10.1016/j.biopsych.2009.12.013			MAR 15 2010	2010	Background: Previous correlational studies have indirectly linked dysfunctional dopaminergic neurotransmission to age-related cognitive deficits and associated reductions in task-induced functional brain activity. Methods: We used an experimental-pharmacological functional magnetic resonance imaging (fMRI) approach to more directly examine the role of dopamine in neurocognitive aging. Twenty younger and 20 healthy older adults were included. During fMRI scanning, a spatial working memory (SWM) task was administered under two conditions, varying in cognitive load. Positron emission tomography measurements with the D1 receptor antagonist [(11)C]SCH23390 confirmed that a given experimental dose of unlabeled solution occupied 50% of D1 receptors in younger adults. Results: An age-related reduction in SWM performance was observed, and fMRI data revealed that, relative to younger adults under placebo conditions, elderly persons under-recruited load-sensitive fronto-parietal regions during SWM. Critically, in younger adults, the D1 antagonist resulted in a similar reduction in SWM performance and fMRI response. Conclusions: These results suggest that depletion of dopa mine, whether ontogenetically or pharmacologically, results in decreased SWM performance as well as reduced load-dependent modulation of the blood oxygen level dependent signal in fronto-parietal regions, possibly by decreasing the signal-to-noise ratio in relevant neural networks.		[MacDonald, Stuart W. S.] Univ Victoria, Dept Psychol, Victoria, BC V8W 2Y2, Canada; [Nyberg, Lars] Umea Univ, Umea Ctr Funct Brain Imaging, Dept Integrat Med Biol, Umea, Sweden; [Nyberg, Lars] Umea Univ, Dept Radiat Sci, Umea, Sweden; [Karlsson, Per; Farde, Lars] Karolinska Hosp, Psychiat Sect, Dept Clin Neurosci, S-10401 Stockholm, Sweden; [Fischer, Hakan; Karlsson, Sari; Brehmer, Yvonne; Rieckmann, Anna; Backman, Lars] Karolinska Inst, Aging Res Ctr, S-111330 Stockholm, Sweden; [Fischer, Hakan] Karolinska Inst, Aging Res Ctr, S-111330 Stockholm, Sweden								40							Neurosciences; Psychiatry	WOS:000275390900011		
J	Martineau, Joelle; Andersson, Frederic; Barthelemy, Catherine; Cottier, Jean-Philippe; Destrieux, Christophe								Atypical activation of the mirror neuron system during perception of hand motion in autism								BRAIN RESEARCH				1320				168	175		10.1016/j.brainres.2010.01.035			MAR 12 2010	2010	Disorders in the autism spectrum are characterized by deficits in social and communication skills such as imitation, pragmatic language, theory of mind, and empathy. The discovery of the "mirror neuron system" (MNS) in macaque monkeys may provide a basis from which to explain some of the behavioral dysfunctions seen in individuals with autism spectrum disorders (ASD). We studied seven right-handed high-functioning male autistic and eight normal subjects (TD group) using functional magnetic resonance imaging during observation and execution of hand movements compared to a control condition (rest), The between group comparison of the contrast [observation versus rest] provided evidence of a bilateral greater activation of inferior frontal gyrus during observation of human motion than during rest for the ASD group than for the TD group. This hyperactivation of the pars opercularis (belonging to the MNS) during observation of human motion in autistic subjects provides strong support for the hypothesis of atypical activity of the MNS that may be at the core of the social deficits in autism. (C) 2010 Elsevier B.V. All rights reserved.		[Martineau, Joelle; Barthelemy, Catherine; Cottier, Jean-Philippe; Destrieux, Christophe] Univ Tours, UMR S Inserm U930, CNRS ERL 3106, CHU Tours,IFR 135, F-37000 Tours, France; [Andersson, Frederic] IFR 135 Imagerie Fonctionnelle, F-37000 Tours, France; [Martineau, Joelle] CHRU Bretonneau, INSERM, U930, Batiment B1A,2 Blvd Tonnelle, F-37044 Tours 9, France								72							Neurosciences	WOS:000275451000021		
J	Babiloni, Claudio; Marzano, Nicola; Infarinato, Francesco; Iacoboni, Marco; Rizza, Giulia; Aschieri, Pierluigi; Cibelli, Giuseppe; Soricelli, Andrea; Eusebi, Fabrizio; Del Percio, Claudio								"Neural efficiency" of experts' brain during judgment of actions: A high-resolution EEG study in elite and amateur karate athletes								BEHAVIOURAL BRAIN RESEARCH				207	2			466	475		10.1016/j.bbr.2009.10.034			MAR 5 2010	2010	Here we tested two working hypotheses on spatially selective cortical activation ("neural efficiency") in experts: (i) compared to non-athletes, elite karate athletes are characterized by a reduced cortical activation during the judgment of karate actions; (ii) compared to non-athletes and elite karate athletes, amateur karate athletes are characterized by an intermediate cortical activation during the judgment of karate actions. Electroencephalographic (EEG) data were recorded in 16 elite karate athletes, 15 amateur athletes and 17 non-athletes. They observed a series of 120 karate videos. At the end of each video, the subjects had to judge the technical/athletic level of the exercise by a scale from 0 to 10. The mismatch between their judgment and that of the coach indexed the degree of action judgment. The EEG cortical sources were estimated by sLORETA. With reference to a pre-stimulus period, the power decrease of alpha (8-12 Hz) rhythms during the video indexed the cortical activation (event-related desynchronization, ERD). Regarding the hypothesis of reduced activity in elite karate athletes, low- and high-frequency alpha ERD was less pronounced in dorsal and "mirror" pathways in the elite karate athletes than in the non-athletes. Regarding the hypothesis of intermediate cortical activity in amateur karate athletes, low- and high-frequency alpha ERD was less pronounced in dorsal pathways across the non-athletes, the amateur karate athletes, and the elite karate athletes. In conclusion, athletes' judgment of observed sporting actions is related to less pronounced alpha ERD, as a possible index of "neural efficiency" in experts engaged in social cognition. (C) 2009 Elsevier B.V. All rights reserved.		[Babiloni, Claudio; Cibelli, Giuseppe] Univ Foggia, Dept Biomed Sci, I-71100 Foggia, Italy; [Babiloni, Claudio] Casa Cura San Raffaele Cassino, Cassino, Italy; [Marzano, Nicola; Soricelli, Andrea] Ist Ric Diagnost & Nucl, IRCCS, SDN, Naples, Italy; [Infarinato, Francesco] IRCCS San Raffaele Pisana, Rome, Italy; [Iacoboni, Marco; Rizza, Giulia; Eusebi, Fabrizio; Del Percio, Claudio] Univ Roma La Sapienza, Dipartimento Fisiol & Farmacol, Rome, Italy; [Aschieri, Pierluigi] FIJLKAM, Rome, Italy; [Aschieri, Pierluigi] Univ Aquila, Fac Sci Motorie, I-67100 Laquila, Italy; [Soricelli, Andrea] Univ Napoli Parthenope, Naples, Italy; [Eusebi, Fabrizio] IRCCS Neuromed, I-86077 Pozzilli, Isernia, Italy; [Babiloni, Claudio] Univ Foggia, Dept Biomed Sci, Via Pinto 7, I-71100 Foggia, Italy								95							Behavioral Sciences; Neurosciences	WOS:000274761800028		
J	Rzepecki-Smith, Catherine I.; Meda, Shashwath A.; Calhoun, Vince D.; Stevens, Michael C.; Jafri, Madiha J.; Astur, Robert S.; Pearlson, Godfrey D.								Disruptions in Functional Network Connectivity During Alcohol Intoxicated Driving								ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH				34	3			479	487		10.1111/j.1530-0277.2009.01112.x			MAR 2010	2010	Background: Driving while under the influence of alcohol is a major public health problem whose neural basis is not well understood. In a recently published functional magnetic resonance imaging (fMRI) study (Meda et al., 2009), our group identified 5, independent critical driving-associated brain circuits whose inter-regional connectivity was disrupted by alcohol intoxication. However, the functional connectivity between these circuits has not yet been explored in order to determine how these networks communicate with each other during sober and alcohol-intoxicated states. Methods: In the current study, we explored such differences in connections between the above brain circuits and driving behavior, under the influence of alcohol versus placebo. Forty social drinkers who drove regularly underwent fMRI scans during virtual reality driving simulations following 2 alcohol doses, placebo and an individualized dose producing blood alcohol concentrations (BACs) of 0.10%. Results: At the active dose, we found specific disruptions of functional network connectivity between the frontal-temporal-basal ganglia and the cerebellar circuits. The temporal connectivity between these 2 circuits was found to be less correlated (p < 0.05) when driving under the influence of alcohol. This disconnection was also associated with an abnormal driving behavior (unstable motor vehicle steering). Conclusions: Connections between frontal-temporal-basal ganglia and cerebellum have recently been explored; these may be responsible in part for maintaining normal motor behavior by integrating their overlapping motor control functions. These connections appear to be disrupted by alcohol intoxication, in turn associated with an explicit type of impaired driving behavior.		[Rzepecki-Smith, Catherine I.; Meda, Shashwath A.; Calhoun, Vince D.; Stevens, Michael C.; Jafri, Madiha J.; Astur, Robert S.; Pearlson, Godfrey D.] Hartford Hosp, Inst Living, Olin Neuropsychiat Res Ctr, Hartford, CT 06115 USA; [Calhoun, Vince D.; Stevens, Michael C.; Astur, Robert S.; Pearlson, Godfrey D.] Yale Univ, Sch Med, Dept Psychiat, New Haven, CT USA; [Calhoun, Vince D.] Mind Res Network, Albuquerque, NM USA; [Calhoun, Vince D.] Univ New Mexico, Dept Elect & Comp Engn, Albuquerque, NM 87131 USA; [Rzepecki-Smith, Catherine I.] 200 Retreat Ave, Hartford, CT 06106 USA								17							Substance Abuse	WOS:000275142100011		
